Age,Female,Years,College,Certficates,Feedback,NPS,Explorer,Diplomat,Analyst,Salary
52,0,2,0,0,2.57,6,1,0,0,70000
51,1,1,1,4,3.37,7,0,1,0,80800
28,1,2,0,2,1.78,3,0,0,1,37400
56,0,1,1,1,3.39,3,0,0,1,77000
62,0,1,1,3,2.39,5,0,0,0,66000
34,1,7,1,1,3.12,5,0,1,0,47200
62,0,1,1,1,2.42,5,1,0,0,81000
61,1,2,0,2,2.45,3,0,0,0,47800
45,0,2,0,2,2.91,6,0,1,0,55000
60,0,1,0,3,1.16,6,1,0,0,64000
43,1,1,0,3,1.64,7,0,1,0,91400
48,1,8,1,1,1.49,4,0,0,0,57400
26,1,2,0,5,1.42,10,1,0,0,58800
44,0,10,0,3,3.31,6,1,0,0,71000
51,0,2,1,3,1.16,7,1,0,0,73000
62,0,7,0,4,3.71,8,1,0,0,135000
46,1,2,1,0,3.62,7,0,1,0,74800
40,1,9,1,3,2,9,0,1,0,87000
37,0,2,1,4,2.54,10,0,1,0,80000
42,0,10,1,3,3.88,10,0,0,0,92000
64,1,6,0,3,1.36,5,0,0,1,37200
28,0,1,1,5,2.71,10,1,0,0,87000
29,0,1,1,2,2,3,0,0,1,36000
33,0,2,1,2,2.39,8,1,0,0,60000
58,0,1,1,4,2.44,6,0,1,0,107000
28,0,7,1,4,2.4,8,0,1,0,67000
24,0,3,1,3,2.66,5,0,0,0,47000
59,0,2,1,2,1.64,3,0,0,0,52000
36,0,2,1,0,2.43,2,0,0,1,43000
56,1,2,1,3,3.33,7,1,0,0,90800
48,1,2,0,4,1.11,4,0,0,1,63400
52,0,1,0,4,2.65,6,1,0,0,75000
33,0,8,1,1,1.79,5,1,0,0,63000
33,1,6,0,1,3.12,6,0,1,0,59400
47,0,1,0,1,1.63,8,0,1,0,69000
61,1,1,1,3,3.95,9,0,1,0,77800
59,0,1,1,1,3.61,5,0,0,0,92000
58,0,1,1,4,4,10,1,0,0,114000
44,0,2,1,4,2.03,6,0,0,0,62000
38,0,1,1,3,3.35,8,0,1,0,120000
61,1,4,0,2,1.49,6,1,0,0,61800
56,1,1,1,1,1.35,3,0,0,1,52800
39,1,1,1,4,4,9,0,1,0,104200
64,1,4,0,3,2.29,3,0,0,0,49200
42,0,1,1,2,1.6,3,0,0,1,62000
32,1,1,0,2,3.68,5,0,1,0,70600
38,0,1,1,6,2.07,7,0,0,1,102000
31,1,2,1,5,1.63,9,0,1,0,75800
54,0,1,1,5,3.87,9,0,0,1,110000
46,1,12,1,0,2.35,5,1,0,0,51800
56,0,1,0,4,3.59,6,0,1,0,65000
54,1,2,1,5,2.58,8,0,1,0,91200
42,0,1,1,3,1.63,4,0,0,1,72000
50,1,12,1,5,2.95,8,0,1,0,78000
39,0,6,0,3,4,9,0,1,0,84000
38,0,1,1,3,3.94,6,0,1,0,137000
36,1,1,1,2,2.14,4,0,1,0,81800
44,1,3,1,4,2.86,9,0,1,0,94200
50,1,2,1,2,1.63,6,0,1,0,68000
61,0,1,1,4,3.85,10,1,0,0,109000
61,1,1,1,3,2.81,5,0,0,0,68800
41,0,9,1,1,1.85,8,1,0,0,93000
34,0,2,1,1,2.17,9,1,0,0,51000
48,0,2,0,3,3.94,10,0,1,0,103000
50,0,2,1,1,3.26,4,0,0,1,85000
29,1,1,1,1,3.25,5,0,1,0,51200
62,1,3,1,3,2.26,6,0,0,0,42600
54,0,2,1,6,1.79,6,1,0,0,95000
51,1,2,0,1,2.13,5,1,0,0,46800
47,1,1,1,5,1.88,8,1,0,0,81600
41,0,3,1,3,2.94,6,0,1,0,125000
45,0,1,1,2,4,5,0,0,0,87000
53,0,2,0,5,1.74,6,1,0,0,86000
26,0,2,0,3,1.46,4,1,0,0,46000
51,1,2,0,5,2.91,6,1,0,0,64800
49,1,1,0,1,2.96,6,0,1,0,46200
57,1,2,1,5,1.66,7,1,0,0,84600
39,0,2,1,5,1.35,5,1,0,0,120000
43,0,2,0,2,1.37,3,1,0,0,65000
61,1,1,1,1,1.8,6,0,1,0,61800
51,1,2,1,2,2.42,4,0,0,1,51800
37,1,2,0,0,3.86,5,0,1,0,75600
42,0,2,1,2,1.96,7,0,1,0,106000
34,1,8,1,4,2.89,10,1,0,0,88200
46,0,8,1,1,4,10,0,1,0,100000
63,0,1,1,1,2.76,5,0,0,0,61000
57,1,2,0,5,3.53,5,0,1,0,61600
62,0,13,1,3,4,10,1,0,0,109000
33,0,2,0,1,3.56,7,0,1,0,86000
39,0,1,1,2,2.91,8,1,0,0,57000
53,1,1,0,3,1.91,8,0,1,0,75400
36,0,9,1,4,2.53,9,0,0,1,80000
55,0,7,1,1,1.99,9,0,1,0,71000
44,0,1,0,2,1.53,5,0,1,0,56000
56,0,1,0,2,3.17,6,1,0,0,75000
58,0,1,0,4,1.8,10,1,0,0,82000
43,0,5,1,5,1.43,4,0,0,1,73000
28,1,1,1,1,1.68,5,0,1,0,49400
38,0,2,1,3,2.25,7,0,0,1,65000
56,0,2,1,0,3,7,1,0,0,93000
40,1,2,1,1,2.34,4,0,1,0,73000
46,1,2,1,2,3.58,6,0,1,0,66800
49,1,2,1,5,1.12,8,0,1,0,84200
41,0,10,1,2,2.63,9,0,1,0,105000
61,0,2,1,4,2.93,7,1,0,0,94000
62,0,1,1,2,2.82,5,0,1,0,83000
41,1,2,1,2,2.34,3,1,0,0,75800
59,1,11,1,2,2.48,4,0,0,0,71200
30,0,2,1,2,1.84,5,0,1,0,58000
44,0,10,1,0,2.05,7,0,1,0,73000
36,0,2,1,0,2.92,3,0,0,1,48000
58,1,1,1,1,3.64,9,0,1,0,95400
30,0,2,0,1,1.69,4,0,0,1,50000
52,1,8,1,1,1.35,7,1,0,0,59600
43,1,2,0,2,1.96,4,0,0,1,54400
25,0,4,1,2,3.21,9,0,1,0,73000
27,0,2,0,3,4,6,0,1,0,64000
64,1,1,1,4,2.65,4,0,1,0,80200
60,0,2,1,0,2.97,3,0,0,0,34000
32,0,1,1,2,2.31,3,1,0,0,56000
38,1,3,1,2,3.8,9,0,1,0,89400
41,1,2,1,3,1.92,6,1,0,0,61800
60,1,2,1,2,2.52,6,1,0,0,75000
41,0,1,0,5,1.9,9,0,1,0,109000
45,0,9,1,1,3.94,5,0,0,0,66000
48,1,3,1,2,3.54,7,0,0,0,102400
64,1,2,0,5,2.02,5,0,0,1,44200
38,1,1,0,1,4,8,1,0,0,65400
32,0,2,1,4,2.71,6,0,1,0,66000
53,0,10,0,4,2.9,10,0,0,1,74000
28,1,1,1,2,3.24,7,0,1,0,74400
59,0,8,1,1,1.74,5,0,0,0,56000
48,0,1,1,1,2.48,6,1,0,0,69000
38,1,1,1,4,2.25,5,0,0,0,64400
33,0,4,1,2,1.89,8,0,1,0,68000
54,0,2,1,2,3.19,8,1,0,0,80000
63,0,1,1,3,1.26,5,0,0,0,62000
57,0,2,1,1,1.37,6,1,0,0,56000
44,0,1,1,5,2.56,10,0,1,0,146000
30,1,1,1,6,3.66,8,0,0,1,97000
34,0,1,0,5,2.88,8,1,0,0,90000
51,0,2,1,2,3.09,8,1,0,0,99000
55,0,2,0,1,1.41,4,1,0,0,56000
48,1,1,1,4,2.4,5,0,0,0,64400
34,0,3,1,3,3.44,10,0,1,0,99000
30,0,1,1,2,2.54,6,1,0,0,49000
46,0,2,1,4,2.24,4,0,0,0,58000
25,1,3,0,0,3.03,5,0,0,0,40000
27,0,1,1,2,4,5,1,0,0,96000
55,0,1,0,2,1.11,4,0,0,0,36000
38,1,2,1,3,1.83,8,1,0,0,80400
40,0,3,1,0,2.4,7,1,0,0,62000
36,0,2,1,5,2.5,6,0,0,0,91000
36,0,7,1,2,2.9,3,0,0,0,52000
37,0,3,1,2,2.94,5,0,0,1,94000
29,0,1,1,2,2.54,6,1,0,0,63000
43,1,1,1,1,2.42,5,0,1,0,53400
28,0,1,1,2,1.43,6,1,0,0,56000
45,1,1,1,4,2.43,5,1,0,0,90000
54,0,2,1,4,4,8,1,0,0,122000
54,0,1,1,4,1.17,10,1,0,0,87000
56,0,11,1,2,1.33,9,0,1,0,81000
59,0,2,0,2,3.82,6,1,0,0,98000
45,1,2,0,2,1.58,5,0,1,0,66000
28,0,2,1,1,2.34,4,1,0,0,54000
26,0,3,0,4,4,7,0,0,0,58000
43,0,3,0,1,2.76,7,1,0,0,79000
37,0,2,1,2,3.67,4,0,0,1,55000
55,0,2,1,5,2.48,10,0,1,0,95000
59,0,2,1,3,3.41,10,0,1,0,107000
37,0,1,0,4,3.18,5,0,1,0,73000
49,0,1,0,1,2.18,3,1,0,0,68000
60,1,4,1,1,1.94,4,0,0,0,61000
34,1,9,0,0,2.52,3,0,1,0,43200
50,1,1,1,1,2.72,4,1,0,0,68000
29,0,2,1,5,2.96,5,0,0,0,74000
29,0,2,1,6,2.7,9,1,0,0,62000
29,0,9,0,5,1.28,7,1,0,0,55000
37,0,6,1,3,2.95,4,0,1,0,73000
48,0,1,1,0,2.05,3,1,0,0,73000
60,0,2,1,4,3.08,5,0,0,0,59000
55,1,2,1,1,2.22,4,0,0,1,52000
42,1,3,1,0,2.76,3,0,0,0,42600
45,1,1,0,5,2.71,9,0,1,0,68000
34,0,2,1,3,3.66,10,1,0,0,90000
32,0,2,1,0,2.84,7,0,1,0,72000
27,0,1,0,5,1.14,4,0,1,0,56000
63,0,1,1,4,4,6,0,0,0,88000
37,1,2,1,3,1.19,8,1,0,0,69600
65,0,1,1,1,1.4,5,1,0,0,60000
34,0,2,1,3,1.46,3,0,0,0,56000
28,0,10,1,0,1.3,9,1,0,0,37000
31,0,1,1,2,1.62,5,0,1,0,60000
32,0,1,0,4,2.31,5,1,0,0,52000
61,0,2,1,3,4,9,1,0,0,124000
60,0,2,1,1,1.18,4,0,1,0,65000
42,0,1,1,0,2.41,2,1,0,0,61000
42,1,2,0,1,1.42,3,0,0,0,31600
42,0,9,0,3,1.6,9,1,0,0,72000
45,0,2,1,0,2.63,3,0,0,0,56000
37,0,2,1,3,3.95,8,1,0,0,102000
45,0,2,1,1,4,7,1,0,0,72000
40,0,2,1,3,1.13,9,0,1,0,102000
43,0,2,1,1,2.14,6,1,0,0,65000
53,1,2,1,3,1.79,6,0,1,0,66400
38,1,2,1,1,2.24,3,0,0,0,42400
56,0,2,1,4,2.45,7,0,1,0,88000
49,1,1,1,3,1.54,5,0,1,0,60200
43,0,1,1,2,2.16,6,0,1,0,80000
62,1,3,1,1,3.51,6,0,1,0,54600
41,0,2,0,6,4,9,1,0,0,101000
60,1,1,1,2,2.89,4,0,1,0,73000
33,0,8,0,1,3.31,6,1,0,0,70000
57,0,2,1,2,1.85,5,0,1,0,91000
54,1,2,1,1,4,3,0,0,1,68200
62,0,11,1,2,4,10,1,0,0,77000
57,0,2,0,2,2.44,4,0,0,0,54000
53,1,2,1,2,1.38,3,0,0,0,49400
30,0,5,1,0,1.23,3,1,0,0,52000
40,0,1,0,2,1.57,5,1,0,0,73000
63,1,2,0,2,2.65,4,0,0,1,50400
32,0,1,1,1,2.2,3,0,0,1,46000
59,0,1,1,6,2.95,10,1,0,0,89000
50,1,2,1,2,1.42,4,0,1,0,64000
46,1,1,1,5,2.89,9,1,0,0,76800
34,0,1,1,2,3.84,4,0,0,1,40000
64,0,2,0,1,1.8,5,0,1,0,64000
45,1,2,1,3,1.91,5,0,0,0,44000
33,1,1,1,4,3.85,6,1,0,0,58400
33,0,2,1,0,2.82,4,0,0,0,52000
46,0,3,1,0,2.92,7,0,1,0,70000
40,1,1,0,5,1.54,3,0,0,0,62000
51,0,12,0,5,2.27,9,1,0,0,83000
37,0,2,1,3,1.56,5,0,0,1,58000
49,0,5,1,4,3.11,10,0,1,0,102000
41,0,2,0,3,2.42,7,1,0,0,61000
44,1,11,0,3,2.53,8,1,0,0,99200
59,0,3,0,5,2.8,9,0,1,0,68000
49,1,1,0,3,2.04,5,0,1,0,68200
54,0,1,1,1,2.69,10,0,1,0,83000
37,0,1,1,6,1.38,9,0,1,0,91000
56,1,1,1,0,2.99,6,1,0,0,89800
40,0,2,1,1,1.48,4,1,0,0,77000
45,0,2,1,0,3.81,7,0,1,0,102000
36,0,1,0,4,2.68,5,0,0,0,75000
41,1,2,1,0,1.41,5,1,0,0,53800
47,0,1,1,1,2.74,3,0,1,0,60000
37,1,2,1,1,2.61,6,0,1,0,84600
57,0,3,1,3,3.03,9,0,1,0,112000
40,1,1,1,5,1.57,8,1,0,0,93000
25,1,1,1,4,1.85,8,0,1,0,66000
43,0,10,1,5,4,9,1,0,0,179000
36,0,4,1,2,1.72,2,0,0,0,55000
40,1,1,1,2,3.16,8,1,0,0,74000
52,0,1,1,0,2.24,2,0,1,0,63000
41,1,1,1,3,3.33,6,1,0,0,81800
61,1,1,1,4,3.97,7,0,1,0,90800
46,0,2,0,2,2.77,3,1,0,0,61000
30,0,1,1,6,1.81,8,0,1,0,129000
54,0,1,0,0,2.55,4,1,0,0,64000
46,0,2,1,3,3.51,6,0,1,0,123000
54,0,2,1,1,4,6,0,1,0,95000
25,0,1,1,5,3.71,9,1,0,0,95000
27,0,5,1,1,3.86,9,1,0,0,74000
28,0,2,1,1,2.1,4,1,0,0,55000
39,1,2,0,0,3.63,5,1,0,0,45200
26,1,1,1,4,1.62,7,1,0,0,71800
27,0,2,1,5,2.49,7,0,1,0,92000
64,0,1,1,3,2.97,8,0,1,0,73000
41,0,1,1,1,3.77,3,0,0,0,59000
29,0,8,1,0,1.94,3,0,0,0,46000
63,0,2,1,3,2.27,5,0,0,1,53000
49,0,4,1,1,4,8,0,1,0,118000
55,0,9,1,2,3.39,8,1,0,0,106000
61,0,8,1,0,1.29,4,1,0,0,63000
26,0,2,0,3,3.51,6,0,1,0,46000
47,0,1,1,3,1.95,5,1,0,0,98000
35,0,3,1,1,1.18,3,1,0,0,82000
29,1,1,0,2,2.61,6,1,0,0,60200
56,0,8,1,2,2.05,6,0,1,0,72000
41,1,1,1,0,3.51,5,0,0,0,59800
24,0,1,1,0,3.11,4,1,0,0,62000
41,0,9,1,4,1.74,9,1,0,0,99000
40,0,2,1,3,2.79,7,1,0,0,113000
64,0,7,1,0,4,6,0,1,0,74000
54,0,2,1,3,2.53,5,1,0,0,83000
31,0,3,1,3,4,9,0,1,0,96000
47,0,2,1,0,2.14,3,0,0,0,68000
53,0,10,0,6,1.31,9,0,1,0,93000
48,0,1,1,6,3.46,9,1,0,0,78000
43,0,1,1,5,3.53,5,1,0,0,85000
38,1,1,1,2,4,10,1,0,0,108400
61,0,2,1,5,3.99,8,0,1,0,168000
24,1,2,1,1,2.61,7,1,0,0,55200
34,0,2,0,1,1.43,3,0,0,1,32000
29,0,1,1,4,2.3,8,1,0,0,80000
59,1,4,1,4,2.94,9,1,0,0,126200
36,1,9,1,4,2.78,10,0,1,0,94800
27,0,2,1,3,4,9,0,1,0,111000
47,1,1,1,2,2.66,7,1,0,0,75600
24,0,4,1,1,2.7,3,0,0,1,41000
62,1,4,1,1,3.57,4,0,0,1,42600
63,1,5,1,1,1.29,7,1,0,0,53400
45,0,1,1,2,3.27,5,1,0,0,74000
52,1,2,0,4,2.97,7,1,0,0,81600
25,1,4,0,0,3.12,5,1,0,0,42000
59,0,2,1,3,2.67,4,0,0,1,64000
27,1,2,1,2,4,6,1,0,0,67600
40,0,1,1,3,3.32,7,1,0,0,102000
61,0,1,1,0,4,3,0,0,1,61000
64,0,1,1,3,1.3,4,0,1,0,76000
60,0,10,1,1,3.45,9,0,1,0,95000
28,0,7,1,0,1.86,3,0,0,0,45000
44,0,1,1,2,1.55,6,0,1,0,94000
49,0,2,1,3,3.38,7,1,0,0,122000
50,0,4,1,2,3.69,6,1,0,0,94000
57,0,2,1,5,1.91,5,1,0,0,111000
50,1,8,1,2,2.36,7,0,1,0,86000
63,0,1,1,1,1.26,3,0,1,0,61000
53,0,1,1,2,3.57,7,0,1,0,152000
63,0,1,1,0,2.52,5,1,0,0,57000
31,0,1,1,3,1.18,3,0,0,0,54000
37,0,2,0,1,2.34,3,0,1,0,68000
52,0,1,1,6,1.54,5,0,1,0,92000
37,0,2,1,3,3.11,7,0,0,1,77000
57,1,1,0,6,3.44,7,1,0,0,107600
33,0,1,1,2,1.34,3,1,0,0,76000
26,0,1,0,1,3.17,9,1,0,0,50000
39,0,8,0,5,1.52,8,0,0,1,68000
25,0,1,1,2,2.74,4,0,1,0,47000
25,0,2,0,0,2.12,2,0,0,1,22000
65,0,2,1,1,2.35,4,1,0,0,71000
55,0,2,1,4,3.07,8,0,1,0,106000
54,0,2,1,1,1.91,3,0,0,1,57000
60,0,2,1,5,4,8,0,0,1,139000
30,1,10,1,2,3.29,8,1,0,0,91000
25,0,2,1,3,3.21,6,1,0,0,61000
48,1,9,1,2,4,8,0,0,1,93400
37,0,2,1,1,3.77,6,1,0,0,95000
61,0,1,0,1,3.98,3,0,0,1,50000
44,1,2,1,2,2.29,4,0,1,0,73200
62,1,2,0,2,2.78,5,0,0,1,41600
42,0,4,1,3,3.83,5,0,0,0,87000
24,1,2,1,0,3.85,4,1,0,0,42200
58,1,1,1,2,3.65,6,1,0,0,64400
45,0,8,1,4,2.55,10,0,1,0,75000
42,0,2,1,1,2.06,4,0,0,1,56000
34,0,2,1,3,3.72,8,0,1,0,100000
34,0,2,1,5,1.86,9,0,1,0,73000
48,1,6,1,4,1.99,3,0,0,0,75400
35,1,2,1,3,1.83,8,0,0,0,53000
48,1,5,1,2,2.08,5,1,0,0,60400
42,0,1,1,0,2.93,5,0,1,0,80000
51,0,1,1,1,3.24,6,0,1,0,101000
57,0,7,1,0,1.86,4,0,0,0,47000
42,0,4,1,6,1.14,6,0,0,1,86000
26,0,2,1,0,4,5,0,1,0,71000
43,0,4,0,2,3.23,5,1,0,0,89000
52,0,2,1,3,1.34,3,0,0,1,62000
27,0,9,1,4,3.15,10,1,0,0,94000
48,0,1,1,1,2.99,5,1,0,0,95000
34,0,3,1,3,2.37,7,1,0,0,70000
52,0,8,1,3,4,9,1,0,0,86000
44,0,6,1,1,2.83,6,1,0,0,85000
50,0,2,0,2,1.9,6,0,0,1,49000
37,0,9,1,2,2.97,9,0,1,0,100000
41,1,1,1,2,2.44,5,0,1,0,75800
61,0,1,1,3,2.28,7,1,0,0,106000
40,1,1,1,0,3.67,5,0,0,1,76000
33,0,1,1,3,4,7,1,0,0,111000
35,0,1,1,4,1.24,8,0,1,0,88000
57,0,2,0,6,1.68,5,0,1,0,99000
40,1,1,1,1,3.19,6,0,1,0,78000
56,0,1,1,0,1.69,5,0,1,0,69000
54,0,2,0,4,3.56,8,0,1,0,104000
42,1,1,1,6,2.62,10,0,1,0,112600
40,0,5,1,1,1.48,8,0,1,0,69000
44,0,6,0,1,4,9,1,0,0,79000
54,0,2,1,2,3.44,6,0,1,0,103000
33,1,1,0,2,3.08,7,1,0,0,69400
55,0,2,1,2,1.15,6,0,1,0,60000
35,0,2,1,5,2.32,8,0,1,0,102000
58,1,5,1,2,2.55,8,0,1,0,79400
62,0,2,1,0,1.75,5,0,1,0,56000
53,0,2,1,1,3.61,9,0,1,0,119000
32,0,1,0,2,2.71,5,1,0,0,74000
36,1,6,0,1,1.62,5,1,0,0,65800
29,0,1,0,4,2.96,7,1,0,0,83000
48,0,4,1,0,3.89,9,1,0,0,86000
45,1,1,1,0,3.27,5,0,0,0,74000
50,1,2,1,4,2.06,10,1,0,0,85000
57,0,2,0,3,2.27,4,1,0,0,82000
28,1,1,1,5,3.27,7,0,1,0,72400
26,1,5,1,2,2.23,6,0,1,0,64800
53,0,2,1,4,2.32,8,0,1,0,78000
51,0,1,1,5,3.07,9,0,1,0,105000
28,0,11,1,2,2.16,5,0,1,0,79000
58,0,2,0,4,3.11,4,0,0,1,84000
45,1,3,0,4,3.34,5,0,0,0,57000
64,1,9,1,0,2.86,7,0,1,0,52200
25,0,2,0,0,1.49,4,1,0,0,31000
30,1,1,1,3,3.99,8,1,0,0,70000
48,1,2,1,1,1.44,5,0,1,0,54400
59,0,1,1,3,4,8,0,1,0,125000
61,0,4,0,1,2.68,6,1,0,0,64000
61,0,1,1,1,2.73,6,0,0,1,92000
60,1,2,1,1,1.54,6,0,1,0,46000
26,0,1,1,0,1.92,3,0,1,0,52000
61,0,2,0,1,3.12,6,0,1,0,78000
25,0,8,1,1,2.84,5,0,0,1,42000
55,1,9,1,1,2.05,5,0,0,0,50000
34,1,1,1,0,3.17,5,1,0,0,78200
55,0,6,1,2,3,5,0,0,0,64000
31,0,2,1,6,1.35,8,0,1,0,92000
33,0,1,1,1,4,8,0,1,0,88000
27,0,1,0,2,3.29,6,1,0,0,63000
33,1,2,1,0,2.24,2,0,0,0,42400
28,0,2,1,4,1.71,6,0,1,0,74000
59,0,2,0,4,2.64,9,1,0,0,74000
30,0,1,0,4,3.78,7,0,1,0,105000
29,0,1,0,2,1.91,4,0,0,1,45000
54,1,2,1,1,2.92,4,0,1,0,66200
52,0,1,1,5,3.67,9,0,1,0,158000
30,1,2,1,4,3.72,9,1,0,0,88000
25,1,1,0,2,2.36,2,0,0,0,42000
61,0,1,0,3,3.15,6,1,0,0,94000
35,0,1,0,2,2.24,5,1,0,0,57000
54,1,2,1,1,1.54,4,1,0,0,80200
65,1,2,0,2,3.57,6,1,0,0,70000
32,0,1,1,3,3.58,8,0,1,0,90000
36,0,1,0,4,3.68,9,0,1,0,104000
57,0,2,0,4,2.11,6,0,0,1,50000
47,0,1,1,5,2.97,7,0,1,0,75000
60,0,2,1,4,2.97,10,0,1,0,132000
54,0,1,1,2,1.67,3,0,0,0,62000
58,0,2,1,3,3.01,9,1,0,0,121000
29,0,1,1,5,3.41,10,0,1,0,81000
44,1,1,1,1,3.11,6,0,1,0,68200
64,0,9,1,6,2.62,9,0,1,0,126000
38,0,7,1,3,1.54,3,0,0,0,53000
27,1,1,1,1,3.69,5,0,0,0,58600
60,0,4,1,3,1.4,3,0,0,0,50000
47,0,1,1,2,2.14,5,0,1,0,70000
64,0,6,1,1,3.05,10,0,1,0,79000
65,1,1,1,2,2.4,7,1,0,0,61000
40,1,2,1,1,3.64,4,0,1,0,66000
63,1,2,1,1,3.44,3,0,0,1,49400
42,0,1,1,2,1.9,4,0,0,0,66000
44,0,2,1,1,2.82,5,1,0,0,76000
54,1,9,0,5,3.09,9,1,0,0,111200
59,0,2,0,3,4,5,0,0,0,69000
55,1,11,1,4,2.77,8,0,0,1,76000
51,0,4,1,3,1.66,8,0,1,0,91000
62,0,2,0,4,1.94,5,0,0,0,61000
41,0,1,1,2,3.36,6,0,1,0,85000
45,0,10,1,2,2.97,4,0,0,1,61000
54,0,3,0,4,1.89,10,0,1,0,86000
32,0,3,1,1,2.74,4,0,0,1,54000
64,0,2,1,1,2.03,6,0,1,0,70000
41,0,4,1,1,3.43,3,0,1,0,58000
62,0,2,1,0,3.27,5,0,1,0,76000
26,0,2,1,6,3.5,8,0,0,1,77000
54,0,2,1,4,2.29,7,1,0,0,94000
26,0,2,1,3,3.97,6,0,0,0,65000
63,1,2,1,5,2.43,3,0,0,1,66400
44,0,1,1,3,2.1,5,0,1,0,78000
35,0,1,0,0,2.93,4,1,0,0,49000
56,0,2,1,4,1.52,5,0,0,1,85000
58,0,2,0,5,1.97,7,0,0,1,76000
52,0,8,1,3,3.5,10,0,1,0,135000
47,1,2,1,4,4,10,0,1,0,97600
34,1,1,1,2,2.47,5,0,1,0,53200
44,0,9,1,2,1.45,3,0,0,1,73000
58,0,2,1,4,2.38,4,0,0,0,76000
50,0,2,0,1,1.17,3,0,1,0,54000
51,1,2,0,2,2.01,6,1,0,0,69800
41,0,2,1,1,4,10,1,0,0,87000
52,0,2,1,1,3.43,8,1,0,0,78000
62,0,2,1,2,1.32,3,0,0,0,53000
25,0,4,1,2,3.64,8,1,0,0,66000
60,0,12,0,1,1.74,6,1,0,0,61000
48,0,1,1,5,2.81,10,0,1,0,96000
55,0,2,0,0,3.43,6,1,0,0,65000
51,0,1,0,2,1.22,3,0,0,1,52000
43,0,5,1,1,3.79,8,1,0,0,92000
28,1,1,1,0,1.92,4,1,0,0,46400
42,0,1,1,3,3.35,4,0,0,0,59000
31,1,2,1,2,2.67,4,1,0,0,54800
60,0,8,0,1,2.88,6,1,0,0,67000
33,0,2,1,5,1.98,7,1,0,0,113000
56,1,2,1,4,1.5,3,0,0,0,66800
32,0,1,1,5,3.36,9,1,0,0,87000
55,0,1,0,4,2.65,7,0,0,1,67000
35,1,2,1,2,1.22,5,1,0,0,60000
26,1,9,0,2,4,6,0,0,0,45800
30,1,11,1,2,2.05,6,1,0,0,64000
56,0,1,1,1,3.3,6,1,0,0,91000
25,0,8,0,3,3.95,8,0,0,0,63000
46,0,1,1,1,3.06,5,0,1,0,66000
55,0,1,1,1,2.84,4,0,0,0,61000
58,0,2,1,1,1.36,2,0,0,0,45000
29,1,1,1,1,2.09,3,0,0,1,49200
32,1,2,1,2,3.25,4,1,0,0,65600
44,0,2,1,2,2.51,4,0,0,0,67000
36,1,1,1,3,1.36,6,1,0,0,55800
50,1,2,1,3,4,8,1,0,0,76000
58,0,2,0,4,3.28,8,1,0,0,90000
44,0,2,0,0,1.7,2,0,0,0,29000
42,1,2,1,1,1.45,5,0,1,0,63600
27,1,2,1,2,1.42,5,0,1,0,42600
34,0,2,0,0,2.19,3,0,1,0,40000
45,0,6,1,2,3.22,8,0,1,0,134000
61,0,2,1,1,2.51,4,0,1,0,94000
62,0,3,1,3,1.24,10,1,0,0,65000
58,1,1,0,0,1.5,4,0,1,0,41400
60,0,2,0,0,3.56,3,0,0,1,43000
25,0,1,1,1,4,9,0,1,0,58000
65,0,2,1,3,1.58,9,1,0,0,72000
48,0,2,1,4,3.7,7,0,1,0,83000
28,1,3,1,0,4,4,1,0,0,61400
54,1,1,1,1,2.27,6,0,1,0,65200
56,0,2,1,1,3.3,4,1,0,0,75000
47,0,1,1,5,2.12,6,0,1,0,98000
44,0,2,0,0,2.8,3,1,0,0,69000
42,1,1,1,1,1.24,5,1,0,0,69600
59,0,1,1,1,2.09,5,1,0,0,61000
35,0,10,1,3,3.14,10,0,1,0,94000
59,0,2,1,1,1.68,5,1,0,0,79000
28,1,10,1,0,2.55,5,0,1,0,68400
43,1,1,1,5,1.35,4,0,0,0,72400
38,1,1,0,3,1.78,6,1,0,0,72400
54,1,1,0,3,1.64,6,0,1,0,77200
44,0,2,1,0,3.55,3,0,0,1,79000
49,0,10,1,1,2.5,9,1,0,0,97000
34,0,1,0,1,3.09,8,1,0,0,60000
31,1,2,1,4,3.71,7,1,0,0,100800
50,1,1,0,3,3.39,5,0,0,0,64000
28,0,2,1,1,2.04,3,0,0,0,34000
46,0,2,1,2,1.4,4,0,0,0,66000
46,0,2,1,5,3.06,10,1,0,0,90000
59,0,1,1,1,2.33,5,0,0,0,48000
54,0,2,0,1,4,7,1,0,0,76000
43,0,4,1,6,3.65,8,0,0,1,122000
58,0,2,1,5,4,9,0,0,1,147000
51,0,1,0,2,3.33,5,0,1,0,63000
30,1,1,0,4,1.25,4,0,0,1,46000
42,0,12,0,4,1.41,4,0,0,0,68000
58,0,3,1,4,3.77,8,0,1,0,105000
58,1,1,0,1,2.59,3,1,0,0,47400
63,0,1,1,1,1.26,3,1,0,0,79000
35,0,1,0,1,2.42,4,0,0,0,40000
63,1,1,1,2,4,8,1,0,0,85400
59,0,2,1,1,1.14,3,0,1,0,69000
64,1,1,0,0,1.65,4,1,0,0,46200
46,0,2,1,2,2.87,9,1,0,0,107000
53,0,7,1,1,2.46,6,1,0,0,61000
27,0,1,1,0,4,5,0,1,0,57000
58,1,2,0,5,3.16,8,0,1,0,76400
27,0,1,1,3,1.95,2,0,0,1,55000
39,0,1,1,2,3.03,5,0,0,1,55000
40,0,1,1,4,3.92,9,0,1,0,109000
40,1,1,1,3,3.62,5,0,1,0,92000
