Sales_Rep,Business,Age,Female,Years,College,Personality,Certficates,Feedback,Salary,NPS
19083,Hardware,42,1,2,No,Sentinel,1,1.42,31600,3
19084,Hardware,42,0,9,No,Explorer,3,1.6,72000,9
19086,Hardware,45,0,2,Yes,Sentinel,0,2.63,56000,3
19087,Hardware,37,0,2,Yes,Explorer,3,3.95,102000,8
19092,Hardware,45,0,2,Yes,Explorer,1,4,72000,7
19093,Hardware,40,0,2,Yes,Diplomat,3,1.13,102000,9
19096,Hardware,43,0,2,Yes,Explorer,1,2.14,65000,6
19097,Hardware,53,1,2,Yes,Diplomat,3,1.79,66400,6
19100,Hardware,38,1,2,Yes,Sentinel,1,2.24,42400,3
19102,Hardware,56,0,2,Yes,Diplomat,4,2.45,88000,7
19103,Hardware,49,1,1,Yes,Diplomat,3,1.54,60200,5
19108,Hardware,43,0,1,Yes,Diplomat,2,2.16,80000,6
19109,Hardware,62,1,3,Yes,Diplomat,1,3.51,54600,6
19114,Hardware,41,0,2,No,Explorer,6,4,101000,9
19118,Hardware,60,1,1,Yes,Diplomat,2,2.89,73000,4
19119,Hardware,33,0,8,No,Explorer,1,3.31,70000,6
19121,Hardware,57,0,2,Yes,Diplomat,2,1.85,91000,5
19122,Hardware,54,1,2,Yes,Analyst,1,4,68200,3
19130,Hardware,62,0,11,Yes,Explorer,2,4,77000,10
19133,Hardware,57,0,2,No,Sentinel,2,2.44,54000,4
19134,Hardware,53,1,2,Yes,Sentinel,2,1.38,49400,3
19138,Hardware,30,0,5,Yes,Explorer,0,1.23,52000,3
19140,Hardware,40,0,1,No,Explorer,2,1.57,73000,5
19142,Hardware,63,1,2,No,Analyst,2,2.65,50400,4
19144,Hardware,32,0,1,Yes,Analyst,1,2.2,46000,3
19145,Hardware,59,0,1,Yes,Explorer,6,2.95,89000,10
19146,Hardware,50,1,2,Yes,Diplomat,2,1.42,64000,4
19147,Hardware,46,1,1,Yes,Explorer,5,2.89,76800,9
19148,Hardware,34,0,1,Yes,Analyst,2,3.84,40000,4
19153,Hardware,64,0,2,No,Diplomat,1,1.8,64000,5
19154,Hardware,45,1,2,Yes,Sentinel,3,1.91,44000,5
19163,Hardware,33,1,1,Yes,Explorer,4,3.85,58400,6
19165,Hardware,33,0,2,Yes,Sentinel,0,2.82,52000,4
19167,Hardware,46,0,3,Yes,Diplomat,0,2.92,70000,7
19168,Hardware,40,1,1,No,Sentinel,5,1.54,62000,3
19169,Hardware,51,0,12,No,Explorer,5,2.27,83000,9
19170,Hardware,37,0,2,Yes,Analyst,3,1.56,58000,5
19173,Hardware,49,0,5,Yes,Diplomat,4,3.11,102000,10
19177,Hardware,41,0,2,No,Explorer,3,2.42,61000,7
19178,Hardware,44,1,11,No,Explorer,3,2.53,99200,8
19179,Hardware,59,0,3,No,Diplomat,5,2.8,68000,9
19181,Hardware,49,1,1,No,Diplomat,3,2.04,68200,5
19184,Hardware,54,0,1,Yes,Diplomat,1,2.69,83000,10
19186,Hardware,37,0,1,Yes,Diplomat,6,1.38,91000,9
19190,Hardware,56,1,1,Yes,Explorer,0,2.99,89800,6
19194,Hardware,40,0,2,Yes,Explorer,1,1.48,77000,4
19195,Hardware,45,0,2,Yes,Diplomat,0,3.81,102000,7
19198,Hardware,36,0,1,No,Sentinel,4,2.68,75000,5
19204,Hardware,41,1,2,Yes,Explorer,0,1.41,53800,5
19205,Hardware,47,0,1,Yes,Diplomat,1,2.74,60000,3
19212,Hardware,37,1,2,Yes,Diplomat,1,2.61,84600,6
19214,Hardware,57,0,3,Yes,Diplomat,3,3.03,112000,9
19216,Hardware,40,1,1,Yes,Explorer,5,1.57,93000,8
19218,Hardware,25,1,1,Yes,Diplomat,4,1.85,66000,8
19219,Hardware,43,0,10,Yes,Explorer,5,4,179000,9
19221,Hardware,36,0,4,Yes,Sentinel,2,1.72,55000,2
19222,Hardware,40,1,1,Yes,Explorer,2,3.16,74000,8
19225,Hardware,52,0,1,Yes,Diplomat,0,2.24,63000,2
19230,Hardware,41,1,1,Yes,Explorer,3,3.33,81800,6
19231,Hardware,61,1,1,Yes,Diplomat,4,3.97,90800,7
19235,Hardware,46,0,2,No,Explorer,2,2.77,61000,3
19237,Hardware,30,0,1,Yes,Diplomat,6,1.81,129000,8
19241,Hardware,54,0,1,No,Explorer,0,2.55,64000,4
19242,Hardware,46,0,2,Yes,Diplomat,3,3.51,123000,6
19245,Hardware,54,0,2,Yes,Diplomat,1,4,95000,6
19247,Hardware,25,0,1,Yes,Explorer,5,3.71,95000,9
19248,Hardware,27,0,5,Yes,Explorer,1,3.86,74000,9
19249,Hardware,28,0,2,Yes,Explorer,1,2.1,55000,4
19250,Hardware,39,1,2,No,Explorer,0,3.63,45200,5
19252,Hardware,26,1,1,Yes,Explorer,4,1.62,71800,7
19256,Hardware,27,0,2,Yes,Diplomat,5,2.49,92000,7
19258,Hardware,64,0,1,Yes,Diplomat,3,2.97,73000,8
19259,Hardware,41,0,1,Yes,Sentinel,1,3.77,59000,3
19261,Hardware,29,0,8,Yes,Sentinel,0,1.94,46000,3
19262,Hardware,63,0,2,Yes,Analyst,3,2.27,53000,5
19264,Hardware,49,0,4,Yes,Diplomat,1,4,118000,8
19265,Hardware,55,0,9,Yes,Explorer,2,3.39,106000,8
19266,Hardware,61,0,8,Yes,Explorer,0,1.29,63000,4
19267,Hardware,26,0,2,No,Diplomat,3,3.51,46000,6
19268,Hardware,47,0,1,Yes,Explorer,3,1.95,98000,5
19269,Hardware,35,0,3,Yes,Explorer,1,1.18,82000,3
19270,Hardware,29,1,1,No,Explorer,2,2.61,60200,6
19272,Hardware,56,0,8,Yes,Diplomat,2,2.05,72000,6
19273,Hardware,41,1,1,Yes,Sentinel,0,3.51,59800,5
19278,Hardware,24,0,1,Yes,Explorer,0,3.11,62000,4
19281,Hardware,41,0,9,Yes,Explorer,4,1.74,99000,9
19283,Hardware,40,0,2,Yes,Explorer,3,2.79,113000,7
19284,Hardware,64,0,7,Yes,Diplomat,0,4,74000,6
19286,Hardware,54,0,2,Yes,Explorer,3,2.53,83000,5
19287,Hardware,31,0,3,Yes,Diplomat,3,4,96000,9
19288,Hardware,47,0,2,Yes,Sentinel,0,2.14,68000,3
19291,Hardware,53,0,10,No,Diplomat,6,1.31,93000,9
19295,Hardware,48,0,1,Yes,Explorer,6,3.46,78000,9
19296,Hardware,43,0,1,Yes,Explorer,5,3.53,85000,5
19299,Hardware,38,1,1,Yes,Explorer,2,4,108400,10
19302,Hardware,61,0,2,Yes,Diplomat,5,3.99,168000,8
19305,Hardware,24,1,2,Yes,Explorer,1,2.61,55200,7
19313,Hardware,34,0,2,No,Analyst,1,1.43,32000,3
19314,Hardware,29,0,1,Yes,Explorer,4,2.3,80000,8
19319,Hardware,59,1,4,Yes,Explorer,4,2.94,126200,9
19320,Hardware,36,1,9,Yes,Diplomat,4,2.78,94800,10
19324,Hardware,27,0,2,Yes,Diplomat,3,4,111000,9
19325,Hardware,47,1,1,Yes,Explorer,2,2.66,75600,7
19326,Hardware,24,0,4,Yes,Analyst,1,2.7,41000,3
19329,Hardware,62,1,4,Yes,Analyst,1,3.57,42600,4
19331,Hardware,63,1,5,Yes,Explorer,1,1.29,53400,7
19333,Hardware,45,0,1,Yes,Explorer,2,3.27,74000,5
19334,Hardware,52,1,2,No,Explorer,4,2.97,81600,7
19337,Hardware,25,1,4,No,Explorer,0,3.12,42000,5
19338,Hardware,59,0,2,Yes,Analyst,3,2.67,64000,4
19350,Hardware,27,1,2,Yes,Explorer,2,4,67600,6
19353,Hardware,40,0,1,Yes,Explorer,3,3.32,102000,7
19354,Hardware,61,0,1,Yes,Analyst,0,4,61000,3
19355,Hardware,64,0,1,Yes,Diplomat,3,1.3,76000,4
19357,Hardware,60,0,10,Yes,Diplomat,1,3.45,95000,9
19362,Hardware,28,0,7,Yes,Sentinel,0,1.86,45000,3
19364,Hardware,44,0,1,Yes,Diplomat,2,1.55,94000,6
19366,Hardware,49,0,2,Yes,Explorer,3,3.38,122000,7
19373,Hardware,50,0,4,Yes,Explorer,2,3.69,94000,6
19375,Hardware,57,0,2,Yes,Explorer,5,1.91,111000,5
19376,Hardware,50,1,8,Yes,Diplomat,2,2.36,86000,7
19378,Hardware,63,0,1,Yes,Diplomat,1,1.26,61000,3
19379,Hardware,53,0,1,Yes,Diplomat,2,3.57,152000,7
19381,Hardware,63,0,1,Yes,Explorer,0,2.52,57000,5
19382,Hardware,31,0,1,Yes,Sentinel,3,1.18,54000,3
19383,Hardware,37,0,2,No,Diplomat,1,2.34,68000,3
19384,Hardware,52,0,1,Yes,Diplomat,6,1.54,92000,5
19385,Hardware,37,0,2,Yes,Analyst,3,3.11,77000,7
19393,Hardware,57,1,1,No,Explorer,6,3.44,107600,7
19395,Hardware,33,0,1,Yes,Explorer,2,1.34,76000,3
19400,Hardware,26,0,1,No,Explorer,1,3.17,50000,9
19405,Hardware,39,0,8,No,Analyst,5,1.52,68000,8
19406,Hardware,25,0,1,Yes,Diplomat,2,2.74,47000,4
19407,Hardware,25,0,2,No,Analyst,0,2.12,22000,2
19408,Hardware,65,0,2,Yes,Explorer,1,2.35,71000,4
19411,Hardware,55,0,2,Yes,Diplomat,4,3.07,106000,8
19412,Hardware,54,0,2,Yes,Analyst,1,1.91,57000,3
19413,Hardware,60,0,2,Yes,Analyst,5,4,139000,8
19414,Hardware,30,1,10,Yes,Explorer,2,3.29,91000,8
19415,Hardware,25,0,2,Yes,Explorer,3,3.21,61000,6
19416,Hardware,48,1,9,Yes,Analyst,2,4,93400,8
19418,Hardware,37,0,2,Yes,Explorer,1,3.77,95000,6
19419,Hardware,61,0,1,No,Analyst,1,3.98,50000,3
19421,Hardware,44,1,2,Yes,Diplomat,2,2.29,73200,4
19424,Hardware,62,1,2,No,Analyst,2,2.78,41600,5
19426,Hardware,42,0,4,Yes,Sentinel,3,3.83,87000,5
19430,Hardware,24,1,2,Yes,Explorer,0,3.85,42200,4
19432,Hardware,58,1,1,Yes,Explorer,2,3.65,64400,6
19433,Hardware,45,0,8,Yes,Diplomat,4,2.55,75000,10
19434,Hardware,42,0,2,Yes,Analyst,1,2.06,56000,4
19438,Hardware,34,0,2,Yes,Diplomat,3,3.72,100000,8
19439,Hardware,34,0,2,Yes,Diplomat,5,1.86,73000,9
19443,Hardware,48,1,6,Yes,Sentinel,4,1.99,75400,3
19448,Hardware,35,1,2,Yes,Sentinel,3,1.83,53000,8
19449,Hardware,48,1,5,Yes,Explorer,2,2.08,60400,5
19451,Hardware,42,0,1,Yes,Diplomat,0,2.93,80000,5
19452,Hardware,51,0,1,Yes,Diplomat,1,3.24,101000,6
19455,Hardware,57,0,7,Yes,Sentinel,0,1.86,47000,4
19456,Hardware,42,0,4,Yes,Analyst,6,1.14,86000,6
19457,Hardware,26,0,2,Yes,Diplomat,0,4,71000,5
19458,Hardware,43,0,4,No,Explorer,2,3.23,89000,5
19459,Hardware,52,0,2,Yes,Analyst,3,1.34,62000,3
19461,Hardware,27,0,9,Yes,Explorer,4,3.15,94000,10
19462,Hardware,48,0,1,Yes,Explorer,1,2.99,95000,5
19465,Hardware,34,0,3,Yes,Explorer,3,2.37,70000,7
19467,Hardware,52,0,8,Yes,Explorer,3,4,86000,9
19468,Hardware,44,0,6,Yes,Explorer,1,2.83,85000,6
19469,Hardware,50,0,2,No,Analyst,2,1.9,49000,6
19470,Hardware,37,0,9,Yes,Diplomat,2,2.97,100000,9
19471,Hardware,41,1,1,Yes,Diplomat,2,2.44,75800,5
19472,Hardware,61,0,1,Yes,Explorer,3,2.28,106000,7
19474,Hardware,40,1,1,Yes,Analyst,0,3.67,76000,5
19475,Hardware,33,0,1,Yes,Explorer,3,4,111000,7
19477,Hardware,35,0,1,Yes,Diplomat,4,1.24,88000,8
19478,Hardware,57,0,2,No,Diplomat,6,1.68,99000,5
19479,Hardware,40,1,1,Yes,Diplomat,1,3.19,78000,6
19480,Hardware,56,0,1,Yes,Diplomat,0,1.69,69000,5
19485,Hardware,54,0,2,No,Diplomat,4,3.56,104000,8
19486,Hardware,42,1,1,Yes,Diplomat,6,2.62,112600,10
19487,Hardware,40,0,5,Yes,Diplomat,1,1.48,69000,8
19489,Hardware,44,0,6,No,Explorer,1,4,79000,9
19494,Hardware,54,0,2,Yes,Diplomat,2,3.44,103000,6
19496,Hardware,33,1,1,No,Explorer,2,3.08,69400,7
19497,Hardware,55,0,2,Yes,Diplomat,2,1.15,60000,6
19498,Hardware,35,0,2,Yes,Diplomat,5,2.32,102000,8
19503,Hardware,58,1,5,Yes,Diplomat,2,2.55,79400,8
19509,Hardware,62,0,2,Yes,Diplomat,0,1.75,56000,5
19511,Hardware,53,0,2,Yes,Diplomat,1,3.61,119000,9
19513,Hardware,32,0,1,No,Explorer,2,2.71,74000,5
19515,Hardware,36,1,6,No,Explorer,1,1.62,65800,5
19516,Hardware,29,0,1,No,Explorer,4,2.96,83000,7
19517,Hardware,48,0,4,Yes,Explorer,0,3.89,86000,9
19519,Hardware,45,1,1,Yes,Sentinel,0,3.27,74000,5
19520,Hardware,50,1,2,Yes,Explorer,4,2.06,85000,10
19523,Hardware,57,0,2,No,Explorer,3,2.27,82000,4
19524,Hardware,28,1,1,Yes,Diplomat,5,3.27,72400,7
19525,Hardware,26,1,5,Yes,Diplomat,2,2.23,64800,6
19528,Hardware,53,0,2,Yes,Diplomat,4,2.32,78000,8
19534,Hardware,51,0,1,Yes,Diplomat,5,3.07,105000,9
19536,Hardware,28,0,11,Yes,Diplomat,2,2.16,79000,5
19537,Hardware,58,0,2,No,Analyst,4,3.11,84000,4
19540,Hardware,45,1,3,No,Sentinel,4,3.34,57000,5
19541,Hardware,64,1,9,Yes,Diplomat,0,2.86,52200,7
19542,Hardware,25,0,2,No,Explorer,0,1.49,31000,4
19545,Hardware,30,1,1,Yes,Explorer,3,3.99,70000,8
19547,Hardware,48,1,2,Yes,Diplomat,1,1.44,54400,5
19549,Hardware,59,0,1,Yes,Diplomat,3,4,125000,8
19551,Hardware,61,0,4,No,Explorer,1,2.68,64000,6
19553,Hardware,61,0,1,Yes,Analyst,1,2.73,92000,6
19556,Hardware,60,1,2,Yes,Diplomat,1,1.54,46000,6
19560,Hardware,26,0,1,Yes,Diplomat,0,1.92,52000,3
19564,Hardware,61,0,2,No,Diplomat,1,3.12,78000,6
19566,Hardware,25,0,8,Yes,Analyst,1,2.84,42000,5
19567,Hardware,55,1,9,Yes,Sentinel,1,2.05,50000,5
19568,Hardware,34,1,1,Yes,Explorer,0,3.17,78200,5
19572,Hardware,55,0,6,Yes,Sentinel,2,3,64000,5
19573,Hardware,31,0,2,Yes,Diplomat,6,1.35,92000,8
19575,Hardware,33,0,1,Yes,Diplomat,1,4,88000,8
19577,Hardware,27,0,1,No,Explorer,2,3.29,63000,6
19579,Hardware,33,1,2,Yes,Sentinel,0,2.24,42400,2
19581,Hardware,28,0,2,Yes,Diplomat,4,1.71,74000,6
19585,Hardware,59,0,2,No,Explorer,4,2.64,74000,9
19586,Hardware,30,0,1,No,Diplomat,4,3.78,105000,7
19588,Hardware,29,0,1,No,Analyst,2,1.91,45000,4
19591,Hardware,54,1,2,Yes,Diplomat,1,2.92,66200,4
19592,Hardware,52,0,1,Yes,Diplomat,5,3.67,158000,9
19595,Hardware,30,1,2,Yes,Explorer,4,3.72,88000,9
19596,Hardware,25,1,1,No,Sentinel,2,2.36,42000,2
19597,Hardware,61,0,1,No,Explorer,3,3.15,94000,6
19599,Hardware,35,0,1,No,Explorer,2,2.24,57000,5
19601,Hardware,54,1,2,Yes,Explorer,1,1.54,80200,4
19605,Hardware,65,1,2,No,Explorer,2,3.57,70000,6
19608,Hardware,32,0,1,Yes,Diplomat,3,3.58,90000,8
19610,Hardware,36,0,1,No,Diplomat,4,3.68,104000,9
19612,Hardware,57,0,2,No,Analyst,4,2.11,50000,6
19614,Hardware,47,0,1,Yes,Diplomat,5,2.97,75000,7
19618,Hardware,60,0,2,Yes,Diplomat,4,2.97,132000,10
19619,Hardware,54,0,1,Yes,Sentinel,2,1.67,62000,3
19620,Hardware,58,0,2,Yes,Explorer,3,3.01,121000,9
19627,Hardware,29,0,1,Yes,Diplomat,5,3.41,81000,10
19630,Hardware,44,1,1,Yes,Diplomat,1,3.11,68200,6
19631,Hardware,64,0,9,Yes,Diplomat,6,2.62,126000,9
19632,Hardware,38,0,7,Yes,Sentinel,3,1.54,53000,3
19633,Hardware,27,1,1,Yes,Sentinel,1,3.69,58600,5
19635,Hardware,60,0,4,Yes,Sentinel,3,1.4,50000,3
19639,Hardware,47,0,1,Yes,Diplomat,2,2.14,70000,5
19640,Hardware,64,0,6,Yes,Diplomat,1,3.05,79000,10
19645,Hardware,65,1,1,Yes,Explorer,2,2.4,61000,7
19647,Hardware,40,1,2,Yes,Diplomat,1,3.64,66000,4
19649,Hardware,63,1,2,Yes,Analyst,1,3.44,49400,3
19653,Hardware,42,0,1,Yes,Sentinel,2,1.9,66000,4
19656,Hardware,44,0,2,Yes,Explorer,1,2.82,76000,5
19658,Hardware,54,1,9,No,Explorer,5,3.09,111200,9
19659,Hardware,59,0,2,No,Sentinel,3,4,69000,5
19664,Hardware,55,1,11,Yes,Analyst,4,2.77,76000,8
19669,Hardware,51,0,4,Yes,Diplomat,3,1.66,91000,8
19670,Hardware,62,0,2,No,Sentinel,4,1.94,61000,5
19672,Hardware,41,0,1,Yes,Diplomat,2,3.36,85000,6
19673,Hardware,45,0,10,Yes,Analyst,2,2.97,61000,4
19675,Hardware,54,0,3,No,Diplomat,4,1.89,86000,10
19676,Hardware,32,0,3,Yes,Analyst,1,2.74,54000,4
19681,Hardware,64,0,2,Yes,Diplomat,1,2.03,70000,6
19682,Hardware,41,0,4,Yes,Diplomat,1,3.43,58000,3
19683,Hardware,62,0,2,Yes,Diplomat,0,3.27,76000,5
19684,Hardware,26,0,2,Yes,Analyst,6,3.5,77000,8
19685,Hardware,54,0,2,Yes,Explorer,4,2.29,94000,7
19689,Hardware,26,0,2,Yes,Sentinel,3,3.97,65000,6
19691,Hardware,63,1,2,Yes,Analyst,5,2.43,66400,3
19694,Hardware,44,0,1,Yes,Diplomat,3,2.1,78000,5
19696,Hardware,35,0,1,No,Explorer,0,2.93,49000,4
19699,Hardware,56,0,2,Yes,Analyst,4,1.52,85000,5
19703,Hardware,58,0,2,No,Analyst,5,1.97,76000,7
19705,Hardware,52,0,8,Yes,Diplomat,3,3.5,135000,10
19706,Hardware,47,1,2,Yes,Diplomat,4,4,97600,10
19707,Hardware,34,1,1,Yes,Diplomat,2,2.47,53200,5
19708,Hardware,44,0,9,Yes,Analyst,2,1.45,73000,3
19711,Hardware,58,0,2,Yes,Sentinel,4,2.38,76000,4
19712,Hardware,50,0,2,No,Diplomat,1,1.17,54000,3
19713,Hardware,51,1,2,No,Explorer,2,2.01,69800,6
19714,Hardware,41,0,2,Yes,Explorer,1,4,87000,10
19715,Hardware,52,0,2,Yes,Explorer,1,3.43,78000,8
19716,Hardware,62,0,2,Yes,Sentinel,2,1.32,53000,3
19719,Hardware,25,0,4,Yes,Explorer,2,3.64,66000,8
19722,Hardware,60,0,12,No,Explorer,1,1.74,61000,6
19728,Hardware,48,0,1,Yes,Diplomat,5,2.81,96000,10
19729,Hardware,55,0,2,No,Explorer,0,3.43,65000,6
19732,Hardware,51,0,1,No,Analyst,2,1.22,52000,3
19734,Hardware,43,0,5,Yes,Explorer,1,3.79,92000,8
19735,Hardware,28,1,1,Yes,Explorer,0,1.92,46400,4
19736,Hardware,42,0,1,Yes,Sentinel,3,3.35,59000,4
19739,Hardware,31,1,2,Yes,Explorer,2,2.67,54800,4
19741,Hardware,60,0,8,No,Explorer,1,2.88,67000,6
19742,Hardware,33,0,2,Yes,Explorer,5,1.98,113000,7
19749,Hardware,56,1,2,Yes,Sentinel,4,1.5,66800,3
19753,Hardware,32,0,1,Yes,Explorer,5,3.36,87000,9
19754,Hardware,55,0,1,No,Analyst,4,2.65,67000,7
19756,Hardware,35,1,2,Yes,Explorer,2,1.22,60000,5
19757,Hardware,26,1,9,No,Sentinel,2,4,45800,6
19758,Hardware,30,1,11,Yes,Explorer,2,2.05,64000,6
19759,Hardware,56,0,1,Yes,Explorer,1,3.3,91000,6
19762,Hardware,25,0,8,No,Sentinel,3,3.95,63000,8
19767,Hardware,46,0,1,Yes,Diplomat,1,3.06,66000,5
19773,Hardware,55,0,1,Yes,Sentinel,1,2.84,61000,4
19774,Hardware,58,0,2,Yes,Sentinel,1,1.36,45000,2
19775,Hardware,29,1,1,Yes,Analyst,1,2.09,49200,3
19776,Hardware,32,1,2,Yes,Explorer,2,3.25,65600,4
19777,Hardware,44,0,2,Yes,Sentinel,2,2.51,67000,4
19780,Hardware,36,1,1,Yes,Explorer,3,1.36,55800,6
19781,Hardware,50,1,2,Yes,Explorer,3,4,76000,8
19788,Hardware,58,0,2,No,Explorer,4,3.28,90000,8
19789,Hardware,44,0,2,No,Sentinel,0,1.7,29000,2
19791,Hardware,42,1,2,Yes,Diplomat,1,1.45,63600,5
19792,Hardware,27,1,2,Yes,Diplomat,2,1.42,42600,5
19794,Hardware,34,0,2,No,Diplomat,0,2.19,40000,3
19796,Hardware,45,0,6,Yes,Diplomat,2,3.22,134000,8
19799,Hardware,61,0,2,Yes,Diplomat,1,2.51,94000,4
19800,Hardware,62,0,3,Yes,Explorer,3,1.24,65000,10
19801,Hardware,58,1,1,No,Diplomat,0,1.5,41400,4
19803,Hardware,60,0,2,No,Analyst,0,3.56,43000,3
19807,Hardware,25,0,1,Yes,Diplomat,1,4,58000,9
19809,Hardware,65,0,2,Yes,Explorer,3,1.58,72000,9
19810,Hardware,48,0,2,Yes,Diplomat,4,3.7,83000,7
19811,Hardware,28,1,3,Yes,Explorer,0,4,61400,4
19812,Hardware,54,1,1,Yes,Diplomat,1,2.27,65200,6
19814,Hardware,56,0,2,Yes,Explorer,1,3.3,75000,4
19817,Hardware,47,0,1,Yes,Diplomat,5,2.12,98000,6
19818,Hardware,44,0,2,No,Explorer,0,2.8,69000,3
19819,Hardware,42,1,1,Yes,Explorer,1,1.24,69600,5
19825,Hardware,59,0,1,Yes,Explorer,1,2.09,61000,5
19828,Hardware,35,0,10,Yes,Diplomat,3,3.14,94000,10
19829,Hardware,59,0,2,Yes,Explorer,1,1.68,79000,5
19831,Hardware,28,1,10,Yes,Diplomat,0,2.55,68400,5
19834,Hardware,43,1,1,Yes,Sentinel,5,1.35,72400,4
19836,Hardware,38,1,1,No,Explorer,3,1.78,72400,6
19839,Hardware,54,1,1,No,Diplomat,3,1.64,77200,6
19840,Hardware,44,0,2,Yes,Analyst,0,3.55,79000,3
19843,Hardware,49,0,10,Yes,Explorer,1,2.5,97000,9
19844,Hardware,34,0,1,No,Explorer,1,3.09,60000,8
19845,Hardware,31,1,2,Yes,Explorer,4,3.71,100800,7
19846,Hardware,50,1,1,No,Sentinel,3,3.39,64000,5
19850,Hardware,28,0,2,Yes,Sentinel,1,2.04,34000,3
19851,Hardware,46,0,2,Yes,Sentinel,2,1.4,66000,4
19852,Hardware,46,0,2,Yes,Explorer,5,3.06,90000,10
19853,Hardware,59,0,1,Yes,Sentinel,1,2.33,48000,5
19860,Hardware,54,0,2,No,Explorer,1,4,76000,7
19862,Hardware,43,0,4,Yes,Analyst,6,3.65,122000,8
19863,Hardware,58,0,2,Yes,Analyst,5,4,147000,9
19864,Hardware,51,0,1,No,Diplomat,2,3.33,63000,5
19865,Hardware,30,1,1,No,Analyst,4,1.25,46000,4
19868,Hardware,42,0,12,No,Sentinel,4,1.41,68000,4
19869,Hardware,58,0,3,Yes,Diplomat,4,3.77,105000,8
19870,Hardware,58,1,1,No,Explorer,1,2.59,47400,3
19872,Hardware,63,0,1,Yes,Explorer,1,1.26,79000,3
19874,Hardware,35,0,1,No,Sentinel,1,2.42,40000,4
19875,Hardware,63,1,1,Yes,Explorer,2,4,85400,8
19879,Hardware,59,0,2,Yes,Diplomat,1,1.14,69000,3
19880,Hardware,64,1,1,No,Explorer,0,1.65,46200,4
19881,Hardware,46,0,2,Yes,Explorer,2,2.87,107000,9
19883,Hardware,53,0,7,Yes,Explorer,1,2.46,61000,6
19884,Hardware,27,0,1,Yes,Diplomat,0,4,57000,5
19886,Hardware,58,1,2,No,Diplomat,5,3.16,76400,8
19889,Hardware,27,0,1,Yes,Analyst,3,1.95,55000,2
19890,Hardware,39,0,1,Yes,Analyst,2,3.03,55000,5
19891,Hardware,40,0,1,Yes,Diplomat,4,3.92,109000,9
19892,Hardware,40,1,1,Yes,Diplomat,3,3.62,92000,5
19893,Hardware,36,0,2,Yes,Sentinel,0,2.23,47000,3
19895,Hardware,39,0,3,Yes,Analyst,1,3.13,75000,4
19899,Hardware,53,0,2,No,Explorer,1,2.83,59000,4
19900,Hardware,26,0,1,Yes,Sentinel,0,3.49,43000,3
19901,Hardware,36,1,1,Yes,Explorer,5,2,67800,6
19902,Hardware,56,1,2,Yes,Diplomat,3,2.31,70800,6
19904,Hardware,61,1,2,Yes,Sentinel,1,2.53,48800,4
19909,Hardware,28,0,2,Yes,Explorer,3,2.21,70000,8
19910,Hardware,44,0,1,Yes,Analyst,3,4,76000,4
19912,Hardware,25,0,1,Yes,Diplomat,5,1.99,55000,7
19917,Hardware,52,1,2,Yes,Explorer,1,1.98,47600,5
19921,Hardware,64,0,2,No,Diplomat,1,1.45,44000,5
19923,Hardware,48,1,1,No,Diplomat,2,2.19,65400,6
19929,Hardware,62,0,12,No,Diplomat,5,3.85,104000,9
19930,Hardware,57,0,2,Yes,Sentinel,1,2.46,55000,3
19932,Hardware,58,0,10,Yes,Explorer,6,2.21,111000,10
19933,Hardware,58,1,1,Yes,Explorer,4,1.75,59400,8
19935,Hardware,65,0,1,No,Diplomat,1,1.71,65000,7
19937,Hardware,50,1,1,No,Sentinel,4,4,95000,6
19940,Hardware,35,0,1,No,Diplomat,3,1.85,62000,6
19941,Hardware,36,0,2,Yes,Explorer,5,2.01,122000,9
19942,Hardware,53,0,6,Yes,Diplomat,3,2.66,116000,10
19943,Hardware,46,0,2,Yes,Diplomat,2,2.79,66000,5
19944,Hardware,34,1,2,Yes,Diplomat,4,2.28,71200,9
19946,Hardware,49,1,3,Yes,Sentinel,2,3.38,69200,4
19948,Hardware,50,1,5,No,Explorer,3,1.26,52000,6
19950,Hardware,48,1,1,No,Explorer,1,2.53,53400,5
19951,Hardware,63,0,2,Yes,Explorer,4,4,120000,8
19954,Hardware,64,1,2,Yes,Analyst,3,3.21,73200,6
19957,Hardware,30,1,10,Yes,Explorer,3,2.74,72000,7
19960,Hardware,54,0,6,No,Diplomat,0,2.73,64000,9
19963,Hardware,55,0,1,Yes,Diplomat,4,2.84,81000,5
19964,Hardware,49,0,4,Yes,Diplomat,4,2.34,118000,7
19966,Hardware,53,0,5,Yes,Explorer,2,1.33,73000,8
19970,Hardware,32,1,2,Yes,Diplomat,3,3.62,109600,10
19971,Hardware,47,1,4,Yes,Sentinel,4,2.62,68600,6
19972,Hardware,46,0,1,Yes,Explorer,2,2.5,60000,6
19982,Hardware,56,0,1,Yes,Analyst,3,4,110000,6
19985,Hardware,52,1,1,Yes,Diplomat,1,1.2,43600,5
19988,Hardware,56,0,1,Yes,Diplomat,4,4,114000,9
19993,Hardware,45,0,12,Yes,Sentinel,2,3.3,71000,5
19994,Hardware,29,1,1,Yes,Explorer,4,1.36,58200,5
19998,Hardware,34,1,7,No,Explorer,1,1.84,56200,9
19999,Hardware,60,0,1,Yes,Diplomat,2,3.39,81000,7
20000,Hardware,49,0,1,No,Diplomat,5,3.34,86000,7
20004,Hardware,34,1,1,Yes,Diplomat,5,4,151200,9
20006,Hardware,30,1,5,No,Diplomat,4,2.88,70000,7
