Sales_Rep,Business,Age,Female,Years,College,Personality,Certficates,Feedback,Salary,NPS,Explorer,Diplomat,Analyst
18445,Hardware,59,0,1,1,Explorer,2,2.29,88000,7,1,0,0
18447,Hardware,32,1,11,1,Explorer,1,3.85,95600,9,1,0,0
18448,Hardware,58,0,1,1,Explorer,2,3.8,104000,9,1,0,0
18449,Hardware,42,1,1,0,Explorer,3,2.22,57600,7,1,0,0
18450,Hardware,58,0,2,1,Analyst,2,2.1,60000,6,0,0,1
18452,Hardware,44,0,2,1,Sentinel,2,2.43,59000,4,0,0,0
18454,Hardware,45,0,7,1,Analyst,2,2.36,73000,4,0,0,1
18456,Hardware,61,0,2,1,Explorer,3,2.64,68000,8,1,0,0
18460,Hardware,63,0,4,1,Diplomat,0,3.71,88000,5,0,1,0
18461,Hardware,48,0,1,1,Explorer,3,1.56,97000,6,1,0,0
18464,Hardware,33,0,2,0,Sentinel,1,3.93,43000,4,0,0,0
18480,Hardware,48,0,2,1,Explorer,3,3.4,61000,6,1,0,0
18482,Hardware,57,0,2,0,Explorer,2,3.77,76000,6,1,0,0
18483,Hardware,30,1,8,0,Diplomat,3,4,74000,9,0,1,0
18484,Hardware,44,1,5,1,Explorer,2,4,86200,9,1,0,0
18486,Hardware,29,0,2,1,Explorer,1,2.04,53000,5,1,0,0
18487,Hardware,49,1,8,1,Explorer,2,2.98,57200,6,1,0,0
18489,Hardware,47,0,2,1,Diplomat,4,3.82,142000,8,0,1,0
18490,Hardware,61,1,1,1,Explorer,0,1.39,52800,3,1,0,0
18492,Hardware,33,0,1,1,Explorer,2,2.9,93000,6,1,0,0
18493,Hardware,32,0,1,0,Diplomat,4,2.35,71000,10,0,1,0
18497,Hardware,39,0,2,1,Diplomat,1,1.69,66000,4,0,1,0
18502,Hardware,56,1,2,1,Sentinel,4,3.07,50800,3,0,0,0
18506,Hardware,36,0,11,1,Diplomat,1,1.16,59000,5,0,1,0
18514,Hardware,50,0,2,1,Explorer,2,3.45,77000,5,1,0,0
18516,Hardware,59,0,6,1,Diplomat,2,1.99,79000,9,0,1,0
18517,Hardware,36,0,2,1,Diplomat,1,4,88000,10,0,1,0
18518,Hardware,51,0,1,1,Diplomat,1,2.22,60000,4,0,1,0
18522,Hardware,61,0,2,0,Analyst,2,1.82,41000,2,0,0,1
18523,Hardware,34,0,3,1,Analyst,5,1.81,89000,8,0,0,1
18524,Hardware,62,0,2,1,Diplomat,5,3.44,117000,10,0,1,0
18525,Hardware,61,0,6,1,Explorer,4,1.88,77000,7,1,0,0
18526,Hardware,44,0,1,1,Diplomat,0,3.47,72000,4,0,1,0
18529,Hardware,48,0,10,0,Diplomat,2,3.78,120000,8,0,1,0
18530,Hardware,52,0,7,0,Sentinel,4,2.33,71000,4,0,0,0
18534,Hardware,62,0,2,1,Analyst,1,3.2,65000,5,0,0,1
18535,Hardware,26,0,8,1,Sentinel,2,2.63,61000,6,0,0,0
18536,Hardware,56,1,5,1,Analyst,3,1.63,46800,3,0,0,1
18542,Hardware,34,0,2,1,Explorer,1,1.28,59000,4,1,0,0
18548,Hardware,40,0,2,0,Analyst,3,1.57,68000,5,0,0,1
18552,Hardware,32,0,12,1,Sentinel,5,4,90000,8,0,0,0
18553,Hardware,60,0,3,1,Explorer,2,1.92,72000,5,1,0,0
18556,Hardware,29,0,4,1,Diplomat,3,3.26,75000,6,0,1,0
18557,Hardware,61,0,2,1,Sentinel,3,3.79,89000,4,0,0,0
18558,Hardware,45,0,1,1,Explorer,2,3,79000,4,1,0,0
18560,Hardware,55,0,1,1,Explorer,4,3.26,100000,9,1,0,0
18562,Hardware,41,0,2,1,Explorer,1,2.87,72000,6,1,0,0
18563,Hardware,53,0,3,1,Explorer,6,3.67,148000,10,1,0,0
18565,Hardware,55,0,7,1,Diplomat,3,2.21,66000,8,0,1,0
18571,Hardware,57,1,1,1,Sentinel,2,2.24,54600,2,0,0,0
18572,Hardware,32,0,5,1,Analyst,2,4,83000,6,0,0,1
18573,Hardware,62,1,1,1,Analyst,2,2.88,56600,4,0,0,1
18574,Hardware,63,0,2,1,Explorer,4,1.14,72000,8,1,0,0
18575,Hardware,35,0,2,1,Diplomat,0,2.34,73000,5,0,1,0
18576,Hardware,34,0,1,1,Diplomat,3,4,131000,10,0,1,0
18577,Hardware,26,0,2,1,Diplomat,3,3.97,87000,9,0,1,0
18581,Hardware,40,0,2,1,Diplomat,5,1.51,119000,9,0,1,0
18584,Hardware,57,0,1,1,Explorer,1,3.33,120000,10,1,0,0
18585,Hardware,26,1,2,1,Explorer,4,3.53,81800,10,1,0,0
18587,Hardware,37,0,2,1,Analyst,1,1.67,52000,2,0,0,1
18596,Hardware,40,0,2,1,Sentinel,1,2.13,62000,4,0,0,0
18598,Hardware,27,0,1,0,Analyst,5,1.56,50000,10,0,0,1
18600,Hardware,31,0,1,1,Sentinel,3,4,70000,7,0,0,0
18602,Hardware,36,1,6,0,Explorer,4,1.55,78800,9,1,0,0
18603,Hardware,55,0,7,1,Explorer,6,1.94,107000,10,1,0,0
18606,Hardware,32,1,3,1,Sentinel,1,2.65,56600,2,0,0,0
18608,Hardware,33,0,1,1,Explorer,0,2.43,33000,4,1,0,0
18610,Hardware,30,0,1,1,Explorer,4,2.53,90000,9,1,0,0
18611,Hardware,60,0,1,1,Diplomat,1,2.59,59000,5,0,1,0
18612,Hardware,51,1,1,1,Explorer,3,3.1,106800,9,1,0,0
18613,Hardware,28,0,3,1,Diplomat,1,2.34,57000,6,0,1,0
18614,Hardware,40,0,1,1,Analyst,1,2.77,67000,6,0,0,1
18621,Hardware,64,0,10,0,Explorer,3,3.15,53000,5,1,0,0
18622,Hardware,47,0,2,1,Explorer,2,1.46,56000,5,1,0,0
18625,Hardware,40,1,9,0,Diplomat,2,2.81,53000,5,0,1,0
18629,Hardware,30,1,8,1,Diplomat,2,2.83,101000,8,0,1,0
18630,Hardware,52,0,2,1,Diplomat,4,3.08,81000,5,0,1,0
18633,Hardware,37,0,2,1,Explorer,5,1.84,88000,9,1,0,0
18634,Hardware,43,0,2,1,Diplomat,5,2.96,119000,8,0,1,0
18635,Hardware,54,0,3,0,Explorer,4,1.7,81000,5,1,0,0
18636,Hardware,56,0,9,0,Analyst,6,2.55,85000,6,0,0,1
18639,Hardware,64,0,1,1,Diplomat,4,2.99,87000,5,0,1,0
18641,Hardware,55,0,2,1,Explorer,3,1.83,103000,7,1,0,0
18642,Hardware,36,1,1,1,Analyst,1,3.04,59800,3,0,0,1
18645,Hardware,49,0,1,1,Diplomat,2,1.51,81000,6,0,1,0
18648,Hardware,56,1,6,1,Sentinel,3,1.6,64800,7,0,0,0
18653,Hardware,63,0,2,1,Diplomat,1,3.15,75000,5,0,1,0
18654,Hardware,52,0,2,0,Explorer,0,2.57,70000,6,1,0,0
18655,Hardware,51,1,1,1,Diplomat,4,3.37,80800,7,0,1,0
18660,Hardware,28,1,2,0,Analyst,2,1.78,37400,3,0,0,1
18661,Hardware,56,0,1,1,Analyst,1,3.39,77000,3,0,0,1
18662,Hardware,62,0,1,1,Sentinel,3,2.39,66000,5,0,0,0
18671,Hardware,34,1,7,1,Diplomat,1,3.12,47200,5,0,1,0
18674,Hardware,62,0,1,1,Explorer,1,2.42,81000,5,1,0,0
18675,Hardware,61,1,2,0,Sentinel,2,2.45,47800,3,0,0,0
18681,Hardware,45,0,2,0,Diplomat,2,2.91,55000,6,0,1,0
18684,Hardware,60,0,1,0,Explorer,3,1.16,64000,6,1,0,0
18688,Hardware,43,1,1,0,Diplomat,3,1.64,91400,7,0,1,0
18690,Hardware,48,1,8,1,Sentinel,1,1.49,57400,4,0,0,0
18692,Hardware,26,1,2,0,Explorer,5,1.42,58800,10,1,0,0
18695,Hardware,44,0,10,0,Explorer,3,3.31,71000,6,1,0,0
18697,Hardware,51,0,2,1,Explorer,3,1.16,73000,7,1,0,0
18698,Hardware,62,0,7,0,Explorer,4,3.71,135000,8,1,0,0
18699,Hardware,46,1,2,1,Diplomat,0,3.62,74800,7,0,1,0
18701,Hardware,40,1,9,1,Diplomat,3,2,87000,9,0,1,0
18703,Hardware,37,0,2,1,Diplomat,4,2.54,80000,10,0,1,0
18704,Hardware,42,0,10,1,Sentinel,3,3.88,92000,10,0,0,0
18711,Hardware,64,1,6,0,Analyst,3,1.36,37200,5,0,0,1
18714,Hardware,28,0,1,1,Explorer,5,2.71,87000,10,1,0,0
18715,Hardware,29,0,1,1,Analyst,2,2,36000,3,0,0,1
18716,Hardware,33,0,2,1,Explorer,2,2.39,60000,8,1,0,0
18717,Hardware,58,0,1,1,Diplomat,4,2.44,107000,6,0,1,0
18721,Hardware,28,0,7,1,Diplomat,4,2.4,67000,8,0,1,0
18723,Hardware,24,0,3,1,Sentinel,3,2.66,47000,5,0,0,0
18729,Hardware,59,0,2,1,Sentinel,2,1.64,52000,3,0,0,0
18731,Hardware,36,0,2,1,Analyst,0,2.43,43000,2,0,0,1
18733,Hardware,56,1,2,1,Explorer,3,3.33,90800,7,1,0,0
18736,Hardware,48,1,2,0,Analyst,4,1.11,63400,4,0,0,1
18737,Hardware,52,0,1,0,Explorer,4,2.65,75000,6,1,0,0
18740,Hardware,33,0,8,1,Explorer,1,1.79,63000,5,1,0,0
18741,Hardware,33,1,6,0,Diplomat,1,3.12,59400,6,0,1,0
18743,Hardware,47,0,1,0,Diplomat,1,1.63,69000,8,0,1,0
18744,Hardware,61,1,1,1,Diplomat,3,3.95,77800,9,0,1,0
18745,Hardware,59,0,1,1,Sentinel,1,3.61,92000,5,0,0,0
18746,Hardware,58,0,1,1,Explorer,4,4,114000,10,1,0,0
18750,Hardware,44,0,2,1,Sentinel,4,2.03,62000,6,0,0,0
18751,Hardware,38,0,1,1,Diplomat,3,3.35,120000,8,0,1,0
18756,Hardware,61,1,4,0,Explorer,2,1.49,61800,6,1,0,0
18758,Hardware,56,1,1,1,Analyst,1,1.35,52800,3,0,0,1
18759,Hardware,39,1,1,1,Diplomat,4,4,104200,9,0,1,0
18760,Hardware,64,1,4,0,Sentinel,3,2.29,49200,3,0,0,0
18766,Hardware,42,0,1,1,Analyst,2,1.6,62000,3,0,0,1
18768,Hardware,32,1,1,0,Diplomat,2,3.68,70600,5,0,1,0
18772,Hardware,38,0,1,1,Analyst,6,2.07,102000,7,0,0,1
18773,Hardware,31,1,2,1,Diplomat,5,1.63,75800,9,0,1,0
18774,Hardware,54,0,1,1,Analyst,5,3.87,110000,9,0,0,1
18775,Hardware,46,1,12,1,Explorer,0,2.35,51800,5,1,0,0
18777,Hardware,56,0,1,0,Diplomat,4,3.59,65000,6,0,1,0
18779,Hardware,54,1,2,1,Diplomat,5,2.58,91200,8,0,1,0
18782,Hardware,42,0,1,1,Analyst,3,1.63,72000,4,0,0,1
18783,Hardware,50,1,12,1,Diplomat,5,2.95,78000,8,0,1,0
18785,Hardware,39,0,6,0,Diplomat,3,4,84000,9,0,1,0
18786,Hardware,38,0,1,1,Diplomat,3,3.94,137000,6,0,1,0
18787,Hardware,36,1,1,1,Diplomat,2,2.14,81800,4,0,1,0
18791,Hardware,44,1,3,1,Diplomat,4,2.86,94200,9,0,1,0
18793,Hardware,50,1,2,1,Diplomat,2,1.63,68000,6,0,1,0
18794,Hardware,61,0,1,1,Explorer,4,3.85,109000,10,1,0,0
18795,Hardware,61,1,1,1,Sentinel,3,2.81,68800,5,0,0,0
18798,Hardware,41,0,9,1,Explorer,1,1.85,93000,8,1,0,0
18800,Hardware,34,0,2,1,Explorer,1,2.17,51000,9,1,0,0
18801,Hardware,48,0,2,0,Diplomat,3,3.94,103000,10,0,1,0
18803,Hardware,50,0,2,1,Analyst,1,3.26,85000,4,0,0,1
18804,Hardware,29,1,1,1,Diplomat,1,3.25,51200,5,0,1,0
18805,Hardware,62,1,3,1,Sentinel,3,2.26,42600,6,0,0,0
18807,Hardware,54,0,2,1,Explorer,6,1.79,95000,6,1,0,0
18808,Hardware,51,1,2,0,Explorer,1,2.13,46800,5,1,0,0
18811,Hardware,47,1,1,1,Explorer,5,1.88,81600,8,1,0,0
18818,Hardware,41,0,3,1,Diplomat,3,2.94,125000,6,0,1,0
18819,Hardware,45,0,1,1,Sentinel,2,4,87000,5,0,0,0
18820,Hardware,53,0,2,0,Explorer,5,1.74,86000,6,1,0,0
18821,Hardware,26,0,2,0,Explorer,3,1.46,46000,4,1,0,0
18822,Hardware,51,1,2,0,Explorer,5,2.91,64800,6,1,0,0
18827,Hardware,49,1,1,0,Diplomat,1,2.96,46200,6,0,1,0
18828,Hardware,57,1,2,1,Explorer,5,1.66,84600,7,1,0,0
18829,Hardware,39,0,2,1,Explorer,5,1.35,120000,5,1,0,0
18833,Hardware,43,0,2,0,Explorer,2,1.37,65000,3,1,0,0
18835,Hardware,61,1,1,1,Diplomat,1,1.8,61800,6,0,1,0
18838,Hardware,51,1,2,1,Analyst,2,2.42,51800,4,0,0,1
18839,Hardware,37,1,2,0,Diplomat,0,3.86,75600,5,0,1,0
18840,Hardware,42,0,2,1,Diplomat,2,1.96,106000,7,0,1,0
18841,Hardware,34,1,8,1,Explorer,4,2.89,88200,10,1,0,0
18846,Hardware,46,0,8,1,Diplomat,1,4,100000,10,0,1,0
18847,Hardware,63,0,1,1,Sentinel,1,2.76,61000,5,0,0,0
18850,Hardware,57,1,2,0,Diplomat,5,3.53,61600,5,0,1,0
18853,Hardware,62,0,13,1,Explorer,3,4,109000,10,1,0,0
18856,Hardware,33,0,2,0,Diplomat,1,3.56,86000,7,0,1,0
18859,Hardware,39,0,1,1,Explorer,2,2.91,57000,8,1,0,0
18865,Hardware,53,1,1,0,Diplomat,3,1.91,75400,8,0,1,0
18869,Hardware,36,0,9,1,Analyst,4,2.53,80000,9,0,0,1
18873,Hardware,55,0,7,1,Diplomat,1,1.99,71000,9,0,1,0
18875,Hardware,44,0,1,0,Diplomat,2,1.53,56000,5,0,1,0
18878,Hardware,56,0,1,0,Explorer,2,3.17,75000,6,1,0,0
18880,Hardware,58,0,1,0,Explorer,4,1.8,82000,10,1,0,0
18882,Hardware,43,0,5,1,Analyst,5,1.43,73000,4,0,0,1
18883,Hardware,28,1,1,1,Diplomat,1,1.68,49400,5,0,1,0
18884,Hardware,38,0,2,1,Analyst,3,2.25,65000,7,0,0,1
18885,Hardware,56,0,2,1,Explorer,0,3,93000,7,1,0,0
18886,Hardware,40,1,2,1,Diplomat,1,2.34,73000,4,0,1,0
18887,Hardware,46,1,2,1,Diplomat,2,3.58,66800,6,0,1,0
18889,Hardware,49,1,2,1,Diplomat,5,1.12,84200,8,0,1,0
18891,Hardware,41,0,10,1,Diplomat,2,2.63,105000,9,0,1,0
18896,Hardware,61,0,2,1,Explorer,4,2.93,94000,7,1,0,0
18898,Hardware,62,0,1,1,Diplomat,2,2.82,83000,5,0,1,0
18899,Hardware,41,1,2,1,Explorer,2,2.34,75800,3,1,0,0
18900,Hardware,59,1,11,1,Sentinel,2,2.48,71200,4,0,0,0
18902,Hardware,30,0,2,1,Diplomat,2,1.84,58000,5,0,1,0
18903,Hardware,44,0,10,1,Diplomat,0,2.05,73000,7,0,1,0
18904,Hardware,36,0,2,1,Analyst,0,2.92,48000,3,0,0,1
18905,Hardware,58,1,1,1,Diplomat,1,3.64,95400,9,0,1,0
18906,Hardware,30,0,2,0,Analyst,1,1.69,50000,4,0,0,1
18908,Hardware,52,1,8,1,Explorer,1,1.35,59600,7,1,0,0
18909,Hardware,43,1,2,0,Analyst,2,1.96,54400,4,0,0,1
18912,Hardware,25,0,4,1,Diplomat,2,3.21,73000,9,0,1,0
18914,Hardware,27,0,2,0,Diplomat,3,4,64000,6,0,1,0
18918,Hardware,64,1,1,1,Diplomat,4,2.65,80200,4,0,1,0
18919,Hardware,60,0,2,1,Sentinel,0,2.97,34000,3,0,0,0
18921,Hardware,32,0,1,1,Explorer,2,2.31,56000,3,1,0,0
18923,Hardware,38,1,3,1,Diplomat,2,3.8,89400,9,0,1,0
18924,Hardware,41,1,2,1,Explorer,3,1.92,61800,6,1,0,0
18929,Hardware,60,1,2,1,Explorer,2,2.52,75000,6,1,0,0
18932,Hardware,41,0,1,0,Diplomat,5,1.9,109000,9,0,1,0
18934,Hardware,45,0,9,1,Sentinel,1,3.94,66000,5,0,0,0
18938,Hardware,48,1,3,1,Sentinel,2,3.54,102400,7,0,0,0
18940,Hardware,64,1,2,0,Analyst,5,2.02,44200,5,0,0,1
18943,Hardware,38,1,1,0,Explorer,1,4,65400,8,1,0,0
18947,Hardware,32,0,2,1,Diplomat,4,2.71,66000,6,0,1,0
18948,Hardware,53,0,10,0,Analyst,4,2.9,74000,10,0,0,1
18949,Hardware,28,1,1,1,Diplomat,2,3.24,74400,7,0,1,0
18952,Hardware,59,0,8,1,Sentinel,1,1.74,56000,5,0,0,0
18955,Hardware,48,0,1,1,Explorer,1,2.48,69000,6,1,0,0
18957,Hardware,38,1,1,1,Sentinel,4,2.25,64400,5,0,0,0
18958,Hardware,33,0,4,1,Diplomat,2,1.89,68000,8,0,1,0
18959,Hardware,54,0,2,1,Explorer,2,3.19,80000,8,1,0,0
18961,Hardware,63,0,1,1,Sentinel,3,1.26,62000,5,0,0,0
18962,Hardware,57,0,2,1,Explorer,1,1.37,56000,6,1,0,0
18970,Hardware,44,0,1,1,Diplomat,5,2.56,146000,10,0,1,0
18971,Hardware,30,1,1,1,Analyst,6,3.66,97000,8,0,0,1
18972,Hardware,34,0,1,0,Explorer,5,2.88,90000,8,1,0,0
18974,Hardware,51,0,2,1,Explorer,2,3.09,99000,8,1,0,0
18977,Hardware,55,0,2,0,Explorer,1,1.41,56000,4,1,0,0
18979,Hardware,48,1,1,1,Sentinel,4,2.4,64400,5,0,0,0
18980,Hardware,34,0,3,1,Diplomat,3,3.44,99000,10,0,1,0
18981,Hardware,30,0,1,1,Explorer,2,2.54,49000,6,1,0,0
18982,Hardware,46,0,2,1,Sentinel,4,2.24,58000,4,0,0,0
18983,Hardware,25,1,3,0,Sentinel,0,3.03,40000,5,0,0,0
18987,Hardware,27,0,1,1,Explorer,2,4,96000,5,1,0,0
18989,Hardware,55,0,1,0,Sentinel,2,1.11,36000,4,0,0,0
18991,Hardware,38,1,2,1,Explorer,3,1.83,80400,8,1,0,0
18993,Hardware,40,0,3,1,Explorer,0,2.4,62000,7,1,0,0
18994,Hardware,36,0,2,1,Sentinel,5,2.5,91000,6,0,0,0
18996,Hardware,36,0,7,1,Sentinel,2,2.9,52000,3,0,0,0
18998,Hardware,37,0,3,1,Analyst,2,2.94,94000,5,0,0,1
19004,Hardware,29,0,1,1,Explorer,2,2.54,63000,6,1,0,0
19005,Hardware,43,1,1,1,Diplomat,1,2.42,53400,5,0,1,0
19007,Hardware,28,0,1,1,Explorer,2,1.43,56000,6,1,0,0
19008,Hardware,45,1,1,1,Explorer,4,2.43,90000,5,1,0,0
19009,Hardware,54,0,2,1,Explorer,4,4,122000,8,1,0,0
19010,Hardware,54,0,1,1,Explorer,4,1.17,87000,10,1,0,0
19011,Hardware,56,0,11,1,Diplomat,2,1.33,81000,9,0,1,0
19014,Hardware,59,0,2,0,Explorer,2,3.82,98000,6,1,0,0
19019,Hardware,45,1,2,0,Diplomat,2,1.58,66000,5,0,1,0
19020,Hardware,28,0,2,1,Explorer,1,2.34,54000,4,1,0,0
19021,Hardware,26,0,3,0,Sentinel,4,4,58000,7,0,0,0
19023,Hardware,43,0,3,0,Explorer,1,2.76,79000,7,1,0,0
19025,Hardware,37,0,2,1,Analyst,2,3.67,55000,4,0,0,1
19026,Hardware,55,0,2,1,Diplomat,5,2.48,95000,10,0,1,0
19028,Hardware,59,0,2,1,Diplomat,3,3.41,107000,10,0,1,0
19029,Hardware,37,0,1,0,Diplomat,4,3.18,73000,5,0,1,0
19032,Hardware,49,0,1,0,Explorer,1,2.18,68000,3,1,0,0
19033,Hardware,60,1,4,1,Sentinel,1,1.94,61000,4,0,0,0
19034,Hardware,34,1,9,0,Diplomat,0,2.52,43200,3,0,1,0
19037,Hardware,50,1,1,1,Explorer,1,2.72,68000,4,1,0,0
19041,Hardware,29,0,2,1,Sentinel,5,2.96,74000,5,0,0,0
19042,Hardware,29,0,2,1,Explorer,6,2.7,62000,9,1,0,0
19043,Hardware,29,0,9,0,Explorer,5,1.28,55000,7,1,0,0
19045,Hardware,37,0,6,1,Diplomat,3,2.95,73000,4,0,1,0
19048,Hardware,48,0,1,1,Explorer,0,2.05,73000,3,1,0,0
19049,Hardware,60,0,2,1,Sentinel,4,3.08,59000,5,0,0,0
19051,Hardware,55,1,2,1,Analyst,1,2.22,52000,4,0,0,1
19052,Hardware,42,1,3,1,Sentinel,0,2.76,42600,3,0,0,0
19054,Hardware,45,1,1,0,Diplomat,5,2.71,68000,9,0,1,0
19057,Hardware,34,0,2,1,Explorer,3,3.66,90000,10,1,0,0
19058,Hardware,32,0,2,1,Diplomat,0,2.84,72000,7,0,1,0
19061,Hardware,27,0,1,0,Diplomat,5,1.14,56000,4,0,1,0
19063,Hardware,63,0,1,1,Sentinel,4,4,88000,6,0,0,0
19064,Hardware,37,1,2,1,Explorer,3,1.19,69600,8,1,0,0
19065,Hardware,65,0,1,1,Explorer,1,1.4,60000,5,1,0,0
19067,Hardware,34,0,2,1,Sentinel,3,1.46,56000,3,0,0,0
19068,Hardware,28,0,10,1,Explorer,0,1.3,37000,9,1,0,0
19069,Hardware,31,0,1,1,Diplomat,2,1.62,60000,5,0,1,0
19072,Hardware,32,0,1,0,Explorer,4,2.31,52000,5,1,0,0
19074,Hardware,61,0,2,1,Explorer,3,4,124000,9,1,0,0
19079,Hardware,60,0,2,1,Diplomat,1,1.18,65000,4,0,1,0
19082,Hardware,42,0,1,1,Explorer,0,2.41,61000,2,1,0,0
19083,Hardware,42,1,2,0,Sentinel,1,1.42,31600,3,0,0,0
19084,Hardware,42,0,9,0,Explorer,3,1.6,72000,9,1,0,0
19086,Hardware,45,0,2,1,Sentinel,0,2.63,56000,3,0,0,0
19087,Hardware,37,0,2,1,Explorer,3,3.95,102000,8,1,0,0
19092,Hardware,45,0,2,1,Explorer,1,4,72000,7,1,0,0
19093,Hardware,40,0,2,1,Diplomat,3,1.13,102000,9,0,1,0
19096,Hardware,43,0,2,1,Explorer,1,2.14,65000,6,1,0,0
19097,Hardware,53,1,2,1,Diplomat,3,1.79,66400,6,0,1,0
19100,Hardware,38,1,2,1,Sentinel,1,2.24,42400,3,0,0,0
19102,Hardware,56,0,2,1,Diplomat,4,2.45,88000,7,0,1,0
19103,Hardware,49,1,1,1,Diplomat,3,1.54,60200,5,0,1,0
19108,Hardware,43,0,1,1,Diplomat,2,2.16,80000,6,0,1,0
19109,Hardware,62,1,3,1,Diplomat,1,3.51,54600,6,0,1,0
19114,Hardware,41,0,2,0,Explorer,6,4,101000,9,1,0,0
19118,Hardware,60,1,1,1,Diplomat,2,2.89,73000,4,0,1,0
19119,Hardware,33,0,8,0,Explorer,1,3.31,70000,6,1,0,0
19121,Hardware,57,0,2,1,Diplomat,2,1.85,91000,5,0,1,0
19122,Hardware,54,1,2,1,Analyst,1,4,68200,3,0,0,1
19130,Hardware,62,0,11,1,Explorer,2,4,77000,10,1,0,0
19133,Hardware,57,0,2,0,Sentinel,2,2.44,54000,4,0,0,0
19134,Hardware,53,1,2,1,Sentinel,2,1.38,49400,3,0,0,0
19138,Hardware,30,0,5,1,Explorer,0,1.23,52000,3,1,0,0
19140,Hardware,40,0,1,0,Explorer,2,1.57,73000,5,1,0,0
19142,Hardware,63,1,2,0,Analyst,2,2.65,50400,4,0,0,1
19144,Hardware,32,0,1,1,Analyst,1,2.2,46000,3,0,0,1
19145,Hardware,59,0,1,1,Explorer,6,2.95,89000,10,1,0,0
19146,Hardware,50,1,2,1,Diplomat,2,1.42,64000,4,0,1,0
19147,Hardware,46,1,1,1,Explorer,5,2.89,76800,9,1,0,0
19148,Hardware,34,0,1,1,Analyst,2,3.84,40000,4,0,0,1
19153,Hardware,64,0,2,0,Diplomat,1,1.8,64000,5,0,1,0
19154,Hardware,45,1,2,1,Sentinel,3,1.91,44000,5,0,0,0
19163,Hardware,33,1,1,1,Explorer,4,3.85,58400,6,1,0,0
19165,Hardware,33,0,2,1,Sentinel,0,2.82,52000,4,0,0,0
19167,Hardware,46,0,3,1,Diplomat,0,2.92,70000,7,0,1,0
19168,Hardware,40,1,1,0,Sentinel,5,1.54,62000,3,0,0,0
19169,Hardware,51,0,12,0,Explorer,5,2.27,83000,9,1,0,0
19170,Hardware,37,0,2,1,Analyst,3,1.56,58000,5,0,0,1
19173,Hardware,49,0,5,1,Diplomat,4,3.11,102000,10,0,1,0
19177,Hardware,41,0,2,0,Explorer,3,2.42,61000,7,1,0,0
19178,Hardware,44,1,11,0,Explorer,3,2.53,99200,8,1,0,0
19179,Hardware,59,0,3,0,Diplomat,5,2.8,68000,9,0,1,0
19181,Hardware,49,1,1,0,Diplomat,3,2.04,68200,5,0,1,0
19184,Hardware,54,0,1,1,Diplomat,1,2.69,83000,10,0,1,0
19186,Hardware,37,0,1,1,Diplomat,6,1.38,91000,9,0,1,0
19190,Hardware,56,1,1,1,Explorer,0,2.99,89800,6,1,0,0
19194,Hardware,40,0,2,1,Explorer,1,1.48,77000,4,1,0,0
19195,Hardware,45,0,2,1,Diplomat,0,3.81,102000,7,0,1,0
19198,Hardware,36,0,1,0,Sentinel,4,2.68,75000,5,0,0,0
19204,Hardware,41,1,2,1,Explorer,0,1.41,53800,5,1,0,0
19205,Hardware,47,0,1,1,Diplomat,1,2.74,60000,3,0,1,0
19212,Hardware,37,1,2,1,Diplomat,1,2.61,84600,6,0,1,0
19214,Hardware,57,0,3,1,Diplomat,3,3.03,112000,9,0,1,0
19216,Hardware,40,1,1,1,Explorer,5,1.57,93000,8,1,0,0
19218,Hardware,25,1,1,1,Diplomat,4,1.85,66000,8,0,1,0
19219,Hardware,43,0,10,1,Explorer,5,4,179000,9,1,0,0
19221,Hardware,36,0,4,1,Sentinel,2,1.72,55000,2,0,0,0
19222,Hardware,40,1,1,1,Explorer,2,3.16,74000,8,1,0,0
19225,Hardware,52,0,1,1,Diplomat,0,2.24,63000,2,0,1,0
19230,Hardware,41,1,1,1,Explorer,3,3.33,81800,6,1,0,0
19231,Hardware,61,1,1,1,Diplomat,4,3.97,90800,7,0,1,0
19235,Hardware,46,0,2,0,Explorer,2,2.77,61000,3,1,0,0
19237,Hardware,30,0,1,1,Diplomat,6,1.81,129000,8,0,1,0
19241,Hardware,54,0,1,0,Explorer,0,2.55,64000,4,1,0,0
19242,Hardware,46,0,2,1,Diplomat,3,3.51,123000,6,0,1,0
19245,Hardware,54,0,2,1,Diplomat,1,4,95000,6,0,1,0
19247,Hardware,25,0,1,1,Explorer,5,3.71,95000,9,1,0,0
19248,Hardware,27,0,5,1,Explorer,1,3.86,74000,9,1,0,0
19249,Hardware,28,0,2,1,Explorer,1,2.1,55000,4,1,0,0
19250,Hardware,39,1,2,0,Explorer,0,3.63,45200,5,1,0,0
19252,Hardware,26,1,1,1,Explorer,4,1.62,71800,7,1,0,0
19256,Hardware,27,0,2,1,Diplomat,5,2.49,92000,7,0,1,0
19258,Hardware,64,0,1,1,Diplomat,3,2.97,73000,8,0,1,0
19259,Hardware,41,0,1,1,Sentinel,1,3.77,59000,3,0,0,0
19261,Hardware,29,0,8,1,Sentinel,0,1.94,46000,3,0,0,0
19262,Hardware,63,0,2,1,Analyst,3,2.27,53000,5,0,0,1
19264,Hardware,49,0,4,1,Diplomat,1,4,118000,8,0,1,0
19265,Hardware,55,0,9,1,Explorer,2,3.39,106000,8,1,0,0
19266,Hardware,61,0,8,1,Explorer,0,1.29,63000,4,1,0,0
19267,Hardware,26,0,2,0,Diplomat,3,3.51,46000,6,0,1,0
